AuthorVerbeke,Mathias 0.200000
AuthorWroblewski,David A. 0.200000
AuthorValent&iacute;n,Oriol 0.200000
AuthorLenin,James A. 0.200000
AuthorVilares,Manuel 0.200000
AuthorShei,Wen-Chi 0.200000
AuthorRoberts,Craige 0.200000
AuthorKamir,Dror 0.200000
AuthorH&ouml;ge,Harald 0.200000
AuthorCoecke,Bob 0.200000
AuthorUnger,Christina 0.200000
AuthorD'Hertefelt,Margot 0.200000
AuthorSchasberger,Britta 0.200000
AuthorLong,Chong 0.200000
AuthorConklin,E. Jeffrey 0.200000
AuthorPadrÃ³,Muntsa 0.200000
AuthorGraça,João V. 0.200000
AuthorAgichtein,Eugene 0.200000
AuthorChen,Cheng-Der 0.200000
AuthorZhang,Peng 0.200000
AuthorGao,Jianfeng 0.200000
AuthorDong,Ming Chui 0.200000
AuthorPassos,Alexandre 0.200000
AuthorBalasubramanian,Niranjan 0.200000
AuthorCyrus,Lea 0.200000
AuthorSilva,Lucia 0.200000
AuthorChan,Daniel Ka-Leung 0.200000
AuthorToni, 0.200000
AuthorCiul,Mike 0.200000
AuthorSeddah,DjamÃ© 0.200000
AuthorGarthwaite,Paul H. 0.200000
AuthorJohnson,Carroll 0.200000
AuthorBerman,Alexander 0.200000
AuthorNuhn,Malte 0.200000
AuthorPanaget,Franck 0.200000
AuthorBlack,William J. 0.200000
AuthorMeddeb-Hamrouni,Boubaker 0.200000
AuthorVasilieff,Brant 0.200000
AuthorFine,Alex 0.200000
AuthorD'hondt,Eva 0.200000
AuthorAw,Aiti 0.200000
AuthorBachenko,Joan 0.200000
AuthorLi,Bo 0.200000
AuthorRuimy,Nilda 0.200000
AuthorGenereux,Michel 0.200000
AuthorSimpson,Heather 0.200000
AuthorChen,Kang 0.200000
AuthorPeng,Xingyuan 0.200000
AuthorS&aacute;nchez,Sebasti&aacute;n 0.200000
AuthorEmorine,Olivier M. 0.200000
AuthorEmadzadeh,Ehsan 0.200000
AuthorEmery,Gary 0.200000
AuthorTugwell,David 0.200000
AuthorBrychcÃ­n,TomÃ¡Å¡ 0.200000
AuthorSundermeyer,Martin 0.200000
AuthorSundermann,David 0.200000
AuthorSalomÃ£o,Maria Margarida 0.200000
AuthorJokipii,Lauri 0.200000
AuthorMaguire,Phil 0.200000
AuthorAikawa,Takako 0.200000
AuthorAbowd,Gregory 0.200000
AuthorSopena,L. 0.200000
AuthorAxelrod,Amittai 0.200000
Authorkaneji,Kengo 0.200000
AuthorLi,Xinxin 0.200000
AuthorMcKeown,Kathy 0.200000
AuthorPackard,Dennis 0.200000
AuthorAsker,Lars 0.200000
AuthorChew,Peter A. 0.208000
AuthorChau,Cuong 0.200000
AuthorEklund,Robert 0.200000
AuthorKomine,Kazuteru 0.200000
AuthorMitsuzawa,Kensuke 0.200000
AuthorMcCulloh,Andrew 0.200000
AuthorBobrow,Daniel G. 0.200000
AuthorPolanyi,Livia 0.200000
AuthorGrenander,Ulf 0.200000
AuthorKorhonen,Anna 0.200000
AuthorChen,Qiming 0.200000
AuthorMei,Hong 0.200000
AuthorWilms,Geert Jan 0.200000
AuthorSkorstad,Janice 0.200000
AuthorYadav,Diksha 0.200000
AuthorMiyanaga,Yoshikazu 0.200000
AuthorKumar,G. Bharadwaja 0.200000
AuthorWandl-Vogt,Eveline 0.200000
AuthorPadmanabhan,Mukund 0.200000
AuthorLin,Wei-Fen 0.200000
AuthorBarzdins,Guntis 0.200000
AuthorSharifi,Mehrbod 0.200000
AuthorLi,Jinji 0.200000
AuthorStrube de Lima,Vera Lucia 0.200000
AuthorSchutte,Ken 0.200000
AuthorMandalia,Hemang 0.200000
AuthorMaroudas,Axel 0.200000
AuthorThelwall,Mike 0.200000
AuthorVaradarajan,Balakrishnan 0.200000
AuthorLynch,Gerard 0.200000
AuthorPerin,Dolores 0.200000
AuthorTrippel,Thorsten 0.200000
AuthorLucas,Nadine 0.200000
AuthorWienke,Johannes 0.200000
AuthorMori,Tatsunori 0.200000
AuthorVerdezoto,Nervo 0.200000
AuthorSetiawan,Hendra 0.200000
AuthorLi,Fangtao 0.200000
AuthorAbe,Akinori 0.209412
AuthorGilbert,Nigel 0.200000
AuthorXiao,Yingnan 0.200000
AuthorPatel,Raj Nath 0.200000
AuthorNeslihan,Demirguc 0.200000
AuthorKim,Daejoong 0.200000
AuthorBarros,Flavia A. 0.200000
AuthorHewlett,Daniel 0.200000
AuthorCreary,Lewis G. 0.200000
AuthorGuirao,Jos&eacute; M. 0.200000
AuthorMustafayev,Elshan 0.200000
AuthorLopes Carvalho,Davi 0.200000
AuthorOiwa,Hidekazu 0.200000
AuthorCheng,Junjun 0.200000
AuthorMiller,Tristan 0.200000
AuthorGinzburg,Jonathan 0.200000
AuthorLv,Yajuan 0.200000
AuthorSanchez,Olivia 0.200000
AuthorGao,Qin 0.200000
AuthorKapadia,Sadik 0.200000
AuthorRuokolainen,Teemu 0.200000
AuthorSakai,Toshiyuki 0.200000
AuthorArregi,X. 0.200000
AuthorEichler,Kathrin 0.200000
AuthorGuo,Ya 0.200000
AuthorHaffari,Gholamreza 0.200000
AuthorVogel,S. 0.200000
AuthorLadner,Richard 0.200000
AuthorSadamitsu,Kugatsu 0.200000
AuthorVichot,Frantz 0.203265
AuthorBenis,Nirupama 0.200000
AuthorVelardi,Paola 0.211429
AuthorVasi&Auml;&frac14;jevs,Andrejs 0.200000
AuthorSchiller,Anne 0.200000
AuthorPattabhiraman,T. 0.200000
AuthorSarrafzadeh,Abdolhossein 0.200000
AuthorNeyaz,Rukhsar 0.200000
AuthorLigozat,Gerard 0.200000
AuthorHui,Cong 0.200000
AuthorDamnati,G&eacute;raldine 0.200000
AuthorVaudry,Pierre-Luc 0.200000
AuthorAkiba,Yasuhiro 0.200000
AuthorDymetman,Marc 0.200000
AuthorStevenson,Suzanne 0.200000
AuthorRustamov,Samir 0.200000
AuthorHerskovits,Annette 0.200000
AuthorWang,Yefeng 0.200000
AuthorIssac,Fabrice 0.200000
AuthorKuo,Che-Yu 0.200000
AuthorGwinnup,Jeremy 0.200000
AuthorBennett,Paul N. 0.200000
AuthorWeichselbraun,Albert 0.200000
AuthorSchwenker,Friedhelm 0.200000
AuthorWoli&#x144;ski,Marcin 0.200000
AuthorMinnen,Guido 0.200000
AuthorKwan,Jennifer Lai Pheng 0.200000
AuthorPosse,Christian 0.200000
AuthorGoerz,Guenther 0.200000
AuthorVickrey,David 0.200000
AuthorSchwarz,Anne 0.200000
AuthorWhitelock,Pete J. 0.200000
AuthorOwoputi,Olutobi 0.200000
AuthorItoh,Yoshiaki 0.200000
AuthorHunter,Phillip 0.200000
AuthorPaek,Tim 0.200000
AuthorAdreevskaia,Alina 0.210667
AuthorLiu,Kangmiao 0.200000
AuthorLadefoged,Peter 0.200000
AuthorAlotaibi,Fahd 0.200000
AuthorChan,Hayward H. 0.200000
AuthorJoshi,Mandar 0.200000
AuthorXia,Rui 0.200000
AuthorKardes,Hakan 0.200000
AuthorSierra,Basilio 0.200000
AuthorRood,C. M. 0.200000
AuthorHuijbregts,Marijn 0.200000
AuthorBilidas,Dimitris 0.200000
AuthorAdams,Brian 0.200000
AuthorCantos,Pascual 0.200000
AuthorWu,Xiaoyun 0.200000
AuthorZaidel,Martin 0.200000
AuthorZhou,Jiayu 0.200000
AuthorLee,Seungmi 0.200000
AuthorShimazu,Akira 0.200000
AuthorPoon,Hoifung 0.200000
AuthorFlanigan,Jeffrey 0.200000
AuthorNghiem Quoc,Minh 0.200000
AuthorWest,Randy 0.200000
AuthorRitzke,Johannes 0.200000
AuthorFujiwara,Yasuhiro 0.200000
AuthorCiravegna,Fabio 0.200000
AuthorLan,Man 0.200000
AuthorTong,Matthew 0.200000
AuthorFang,Rui 0.200000
AuthorWu,Min 0.200000
AuthorMarkert,Katja 0.200000
AuthorAcs,Judit 0.200000
AuthorBelkin,Mikhail 0.200000
AuthorGaÅ¡iÄ‡,Milica 0.200000
AuthorMoulin,Bernard 0.200000
AuthorBarnden,John A. 0.200000
AuthorLuzzati,Daniel 0.200000
AuthorHaghighi,Aria 0.200941
AuthorDeschacht,Koen 0.200000
AuthorEgg,Markus 0.200000
AuthorKim,Jinhan 0.200000
AuthorZamanian,Alex 0.200941
AuthorTang,Ling-Xiang 0.200000
AuthorAbe,Naoki 0.200000
AuthorKageura,Kyo 0.200000
AuthorLopez,Melissa 0.200000
AuthorBhowan,Urvesh 0.200000
AuthorAgrawal,Ameeta 0.200000
AuthorSondheimer,Norman K. 0.200000
AuthorRayner,Manny 0.200000
AuthorKaji,Hiroyuki 0.200000
AuthorQi,Haoliang 0.200000
AuthorHÃ¶gberg,Johan 0.200000
AuthorLuo,Haitao 0.200000
AuthorSu,Stanley Y. W. 0.200000
AuthorHsu,Chien-Yeh 0.200000
AuthorHirschman,Lynette 0.200941
AuthorReddy,Siva 0.200000
AuthorSubba,Rajen 0.200000
AuthorLinn Jr.,William E. 0.200000
AuthorLockelt,Markus 0.200000
AuthorAlabbas,Maytham 0.200000
AuthorPevzner,Lev 0.200941
AuthorPoornima,Shakthi 0.200000
AuthorAlahverdzhieva,Katya 0.200000
AuthorHallgren,Thomas 0.200000
AuthorDagnelies,Arnaud 0.200000
AuthorFukuda,Yasushi 0.200000
AuthorZhou,GuoDong 0.200000
AuthorBrecht,Werner 0.200000
AuthorMatheson,Colin 0.200000
AuthorBalasubramanyan,Ramnath 0.200000
AuthorPetran,Florian 0.200000
AuthorTrevisan,Marco 0.200000
AuthorAhmed,Amr 0.200000
AuthorBernardi,Raffaella 0.200000
AuthorMari,Alda 0.200000
AuthorMorrissey,Sara 0.200000
AuthorMalon,Christopher 0.200000
AuthorArregi,Xabier 0.200000
AuthorSubotin,Michael 0.200000
AuthorLeslie,Neil 0.200000
AuthorHu,Dong Cheng 0.200000
Author&Ouml;zg&uuml;r,Arzucan 0.200000
AuthorQ. Nguyen,Chau 0.200000
AuthorMangeot-Lerebours,Mathieu 0.200000
AuthorGasanova,Tatiana 0.200000
AuthorLussier,Yves 0.200000
AuthorYoshida,Keiichi 0.200000
AuthorRoos,Patrik 0.200000
AuthorTesitelova,Marie 0.200000
AuthorOzaki,Kohei 0.200000
AuthorOkamoto,Seishi 0.200000
AuthorAndersen,&Oslash;istein E. 0.200000
AuthorUres,Lubos 0.200000
AuthorHare,Jonathon 0.200000
AuthorMorris,Andrew C. 0.200000
AuthorDogruoz,A. Seza 0.200000
AuthorSingh,Pawandeep 0.200000
AuthorCorcoran,Thomas 0.200000
AuthorVersmissen,Koen 0.200000
AuthorChang,Yu-Chia 0.200000
AuthorOmodei,Elisa 0.200000
AuthorLipshutz,Mark 0.200000
AuthorWang,Hsin-Min 0.200000
AuthorMusillo,Gabriele 0.200000
AuthorNunes,Filipe 0.200000
AuthorZajac,Remi 0.200000
AuthorNishizawa,Shinichiro 0.200000
AuthorLaus-Maczyniska,Krystyna 0.200000
AuthorGhosh,Riddhiman 0.200000
AuthorProst,Jean-Philippe 0.200000
AuthorTan,Liling 0.200000
AuthorSchouten,Kim 0.200000
AuthorChi,David N. 0.200000
AuthorSagot,Beno&icirc;t 0.200000
AuthorReynaert,Martin 0.200000
AuthorYamazaki,Hiroki 0.200000
AuthorUematsu,Sumire 0.200000
AuthorDunnion,John 0.200941
AuthorClark,Cortis 0.200000
AuthorBattersby,Stuart 0.200000
AuthorPinchuk,Rani 0.200000
AuthorThomas,Paul 0.200000
AuthorKrishnamurthy,A. 0.200000
AuthorUnno,Yuya 0.200000
AuthorZastrow,Thomas 0.200000
AuthorGoebl,Hans 0.200000
AuthorHale,John 0.200000
AuthorStern,Rosa 0.200000
AuthorHaverinen,Katri 0.200000
AuthorMontes-Rendon,Azucena 0.200000
AuthorKasparova,Tereza 0.200000
AuthorDomingo,David 0.200000
AuthorBenyon,David 0.200000
AuthorGallais-Hamonno,Janine 0.200000
AuthorBellegarda,Jerome 0.200000
AuthorRobitaille,Xavier 0.200000
AuthorSuzuki,Etsuko 0.200000
AuthorMatsuyama,Yoichi 0.200000
AuthorSilva,Georgette 0.200000
AuthorCarroll,James 0.200000
AuthorMcCarthy,Joseph 0.200000
AuthorHerzog,Martha 0.200000
AuthorBoldrini,Ester 0.200000
AuthorFisher,David 0.200000
AuthorChang,Jeong-Ho 0.200000
AuthorSoroa,Aitor 0.200000
AuthorGawne,Lauren 0.200000
AuthorFlournoy,Raymond 0.200000
AuthorPr&oacute;sz&eacute;ky,G&aacute;bor 0.200000
AuthorDrossaers,Marc F. J. 0.200000
AuthorLee,Yong-Won 0.200000
AuthorMeyer,Christian M. 0.200000
AuthorSauri,Roser 0.200000
AuthorLally,Adam 0.200000
AuthorJones,Bernard E. M. 0.200000
AuthorGagnoulet,Christian 0.200000
AuthorMakrai,Marton 0.200000
AuthorCollier,Renk 0.200000
AuthorConrad,Stefan 0.200000
AuthorSejnowski,Terrence J. 0.200000
AuthorZhou,Michelle X. 0.200000
AuthorVorndran,Angela 0.200000
AuthorMatsusaka,Yosuke 0.200000
AuthorFum,Danilo 0.200000
AuthorLing,Wang 0.200000
AuthorMasterman,Margaret 0.200000
AuthorSmith,Phillip 0.200000
AuthorBemova,Alevtina 0.200000
AuthorLin,Shouxun 0.200000
AuthorBlair,Elizabeth 0.200000
AuthorYang,Cheng-Lun 0.200000
AuthorFigueroa,Alejandro 0.200000
AuthorVanni,Stephan 0.200000
AuthorChen,Hongshen 0.200000
AuthorRoberts,Kirk 0.200000
AuthorTobin,Richard 0.200000
AuthorChmora,Elena M. 0.200000
AuthorFeng,Zhe 0.200000
AuthorQi,Shuhan 0.200000
AuthorSuominen,Hanna 0.200000
AuthorFrey,David 0.200000
AuthorCoyne,Bob 0.200000
AuthorVriend,Folkert De 0.200000
Authorvan den Bosch,Antal 0.200000
AuthorFujita,Sanae 0.200000
AuthorJakeway,Bruce 0.200000
AuthorKim,Dong-Il 0.200000
AuthorChen,Huowang 0.200000
AuthorGorman,James 0.200000
AuthorCheng,Shun-Der 0.200000
AuthorHardisty,Eric 0.200000
AuthorEsparza,Javier 0.200000
AuthorBacker,Wm. J. 0.200000
AuthorChen,Yanping 0.200000
AuthorOvchinnikova,Ekaterina 0.200000
AuthorLu,Chi 0.200000
AuthorVarasai,Patcharee 0.200000
AuthorKiyono,Masaki 0.200000
AuthorChen,Ying-Ju 0.200000
AuthorFarrow,Elaine 0.200000
AuthorSakamoto,Yoshiyuki 0.200000
AuthorSato,Yo 0.200000
AuthorEl-Shishiny,Hisham 0.200000
AuthorP.,Praveen 0.200000
AuthorMemmi,D. 0.200000
AuthorThamvijit,Dussadee 0.200000
AuthorZou,Lei 0.200000
AuthorFalkedal,Kirsten 0.200000
AuthorZhang,Yuan 0.200000
AuthorSolak,Aysin 0.200000
AuthorFang,Ji 0.200000
AuthorDemetriou,George C. 0.200000
AuthorMalhotra,Nishtha 0.200000
AuthorDuffort,Lucie 0.200000
AuthorPiwek,Paul 0.200000
AuthorDubiner,Moshe 0.200000
AuthorMorris,Robert W. 0.200000
AuthorPitler,Emily 0.200000
AuthorBose,Dipankar 0.200000
AuthorEdwards,Jaety 0.200000
AuthorHa,Thanh-Le 0.200000
AuthorZhechev,Ventsislav 0.200000
AuthorTan,Songbo 0.200000
AuthorSuarez,Ana 0.200000
AuthorEnomoto,Kousuke 0.200000
AuthorHui,Ying Cheuk 0.200000
AuthorBasu,Anupam 0.200000
AuthorBonawitz,Keith 0.200000
AuthorLi,Yiping 0.200000
AuthorBel,Nuria 0.200000
AuthorChidambaram,Deepthi 0.200000
AuthorLai,Yu-Tso 0.200000
AuthorLin,Bo 0.200000
AuthorBredenkamp,Andrew 0.200000
AuthorObeid,Nadim 0.200000
AuthorDellert,Johannes 0.200000
AuthorHÃ¼rriyetoÄŸlu,Ali 0.200000
AuthorSmith,Jason R. 0.200000
AuthorHashish,M. A. 0.200000
AuthorDinu,Georgiana 0.200000
AuthorSaichi,Naomi 0.200000
AuthorLin,Yuri 0.200000
AuthorLowe,Will 0.200000
AuthorDenkowski,Michael 0.200000
AuthorSzkudlarek,Emily 0.200000
AuthorGoodwin,Kerri 0.200000
AuthorPerboni,Sara 0.200000
AuthorLuk,Robert Wing Pong 0.200000
AuthorDegand,Liesbeth 0.200000
AuthorMurakami,Jin%ichi 0.200000
AuthorV&auml;yrynen,Jaakko 0.200000
AuthorBlondin MassÃ©,Alexandre 0.200000
AuthorAlvarez,Alison 0.200000
AuthorYu,Kun 0.200000
AuthorHan,Young Kyoon 0.200000
AuthorPaxton,William H. 0.200000
AuthorJiang,Wenbin 0.200000
AuthorLi,Naicong 0.200000
AuthorStr&ouml;mqvist,Sven 0.200000
AuthorSchuster,Sebastian 0.200000
AuthorHafdell,Love 0.200000
AuthorVincze,Veronika 0.200000
AuthorKleinecke,David 0.200000
AuthorHayashi,Yoshihiko 0.200000
AuthorDenny,James 0.200000
AuthorGarneau,Jean-Francois 0.200000
AuthorCurto,S&eacute;rgio 0.200000
AuthorDebole,Franca 0.200000
AuthorKawata,Yasuhiro 0.208000
AuthorKer,Sur-Jin 0.200000
AuthorGeorgila,Kallirroi 0.200000
AuthorWalther,Markus 0.200000
AuthorAbeel,Thomas 0.200000
AuthorZhang,Renxian 0.200000
AuthorOlivier,Patrick 0.200000
AuthorYaginuma,Yoshitomo 0.200000
AuthorGrieve-Smith,Angus 0.200000
AuthorValetto,Giuseppe 0.200000
AuthorCastano,Jose M. 0.200000
AuthorMay,Wesley 0.200000
AuthorSettembre,Scott 0.200000
AuthorWen,Yingying 0.200000
AuthorBreiteneder,Evelyn 0.200000
AuthorLee,Taesung 0.200000
AuthorKarp,Daniel 0.200000
AuthorMoloodi,Amirsaeid 0.200000
AuthorAgiÄ‡,Å½eljko 0.200000
AuthorYang,Yue-hui 0.200000
AuthorFalkenjack,Johan 0.200000
AuthorWang,Longyue 0.200000
AuthorGÃ¼nther,Tobias 0.200000
AuthorGulla,Jon Atle 0.200000
AuthorFouet,Jean-Baptiste 0.200000
AuthorWang,Chang 0.200000
AuthorEscudero,Gerard 0.200000
AuthorDimitrov,Stefan 0.200000
AuthorVolpe Nunes,Maria da GraÃ§a 0.200000
AuthorLian,Li 0.200000
AuthorChung,Grace Y 0.200000
AuthorZhou,Yaqian 0.200000
AuthorDawes,Martin 0.200000
AuthorPeskin,Barbara 0.200000
AuthorEddy,Bruce 0.200000
AuthorDresher,Elan B. 0.200000
AuthorRitchie,Graeme D. 0.200000
AuthorChang,Baobao 0.200000
AuthorKuo,Cheng-Ju 0.200000
AuthorStein,Cliff 0.200000
AuthorFabricz,Karoly 0.200000
AuthorGrau,Bernat 0.200000
AuthorMoldovan,Christian 0.200000
AuthorPavlov,Radoslav 0.200000
AuthorFrandsen,Michael 0.200000
AuthorSornil,Ohm 0.200000
AuthorK.,Saravanan 0.200000
AuthorDeveaud,Romain 0.200000
AuthorEckart,Thomas 0.200000
AuthorSamatova,Nagiza 0.200000
AuthorSchroeder,Leah 0.200000
AuthorGuo,Tao 0.200000
AuthorSamiotou,Anna 0.200000
AuthorSalanterÃ¤,Sanna 0.200000
AuthorWang,Xiaojie 0.200000
AuthorKruijff,Geert-Jan M. 0.200000
AuthorLi,Hongzhan 0.200000
AuthorWan,Li 0.200000
AuthorOgura,Hideki 0.200000
AuthorLuo,Chunyong 0.200000
AuthorKingsbury,Brian 0.200000
AuthorZhao D'Antilio,Yuan 0.200000
AuthorMatveeva,Irina 0.200000
AuthorBeermann,Dorothee 0.200000
AuthorGandhi,Sunil 0.200000
AuthorMok,Hazel Shuwen 0.200000
AuthorConverse,Susan P. 0.200000
AuthorAllman,Tod 0.200000
AuthorLi,Maoxi 0.200000
Authorvan Zaanen,Menno 0.200000
AuthorRush,Alexander M. 0.200000
AuthorMadnani,Nitin 0.200000
AuthorDewdney,Nigel 0.200000
AuthorLowe,John B. 0.211608
AuthorFromer,Jeanne C. 0.200000
AuthorMovshovitz-Attias,Dana 0.200000
AuthorGroefsema,Marjolein 0.200000
AuthorDu,Yongping 0.200000
AuthorZbang,Yuemei 0.200000
AuthorGe,Tao 0.200000
AuthorKousidis,Spyros 0.200000
AuthorPrice,P. 0.200000
AuthorCristianini,Nello 0.200000
AuthorDevitt,Ann 0.200000
AuthorAliabadi,Purya 0.200000
AuthorQuochi,Valeria 0.200000
AuthorKapre,Nikhil 0.200000
AuthorTraat,Maarika 0.200000
AuthorBadler,Norman 0.200000
AuthorYongyuth,Panita 0.200000
AuthorMüller,Christoph 0.200000
AuthorStyler,Will 0.200000
AuthorBranigan,Holly 0.200000
AuthorGoto,Isao 0.200000
AuthorFuentes,Sandrine 0.200000
AuthorPurver,Matthew 0.200000
AuthorGarofolo,John S. 0.200000
AuthorUetake,Yoichi 0.200000
AuthorOgawa,Yasushi 0.200000
AuthorDelin,Judy L. 0.200000
AuthorTang,Min 0.200000
AuthorTajarobi,Arman 0.200000
AuthorYung,Lisa 0.200000
AuthorHelfrich,Antje 0.200000
AuthorSchlyter,Suzanne 0.200000
AuthorRigau,German 0.200000
AuthorBriabrin,Victor 0.200000
AuthorChen,Huey-Chyun 0.200000
AuthorGronqvist,Leif 0.200000
AuthorTakahashi,Satoshi 0.200000
AuthorSteyer,Kathrin 0.200000
AuthorSu,Jing 0.200000
AuthorChao,Chih-Yu 0.200000
AuthorYamada,Hiroyasu 0.200000
AuthorFischer,Kerstin 0.200000
AuthorThomas,James 0.200000
AuthorDovedan,Zdravko 0.200000
AuthorEl-Desoky,Amr 0.200000
AuthorPatwardhan,Siddharth 0.200000
AuthorVrochidis,Stefanos 0.200000
AuthorPetterstedt,Michael 0.200000
AuthorLaws,Florian 0.200000
AuthorM&ouml;bius,Bernd 0.200000
AuthorUmeda,Shuichi 0.200000
AuthorNuseibeh,Bashar 0.200000
Author&Scaron;tindlov&aacute;,Barbora 0.200000
AuthorCoppersmith,Glen 0.200000
AuthorEfstathiou,Ioannis 0.200000
AuthorBellare,Kedar 0.200000
AuthorBarras,Claude 0.200000
AuthorWang,Qian 0.200000
AuthorVan Peek,Peter 0.200000
AuthorWong,Jimmy 0.200000
AuthorDomingos,Pedro 0.200000
AuthorTan,Qi 0.200000
AuthorMalais&eacute;,V&eacute;ronique 0.200000
AuthorItoh,W. 0.200000
AuthorYamron,Jonathan 0.200000
AuthorZhang,Qin 0.200000
AuthorVouk,Mladen 0.200000
AuthorLenzi,Valentina Bartalesi 0.200000
AuthorLibeman,A. S. 0.200000
AuthorSwartout,William 0.200000
AuthorVaz,Colin 0.200000
AuthorCasta&Atilde;&plusmn;eda,Yenier 0.200000
AuthorGeorgi,Ryan 0.200000
AuthorK.V.,Madhu Murthy 0.200000
AuthorCoden,Anni 0.200000
AuthorOu,Gaoyan 0.200000
AuthorBadji,Zina 0.200000
AuthorSakas,William Gregory 0.200000
AuthorAlexin,Zoltan 0.200000
AuthorMcDowell,Bill 0.200000
AuthorHoang,Cong Duy Vu 0.200000
AuthorTemnikova,Irina 0.200000
AuthorSingh,Mukesh 0.200000
AuthorMartins,Rui 0.200000
AuthorHagen,Andreas 0.200000
AuthorYanikoglu,Berrin 0.200000
AuthorMintz,Mike 0.200000
AuthorPrevot,Laurent 0.200000
AuthorNoussia,Theodora I. 0.200000
AuthorPeintner,Bart 0.200000
AuthorBorkowski,Casimir 0.200000
AuthorCalvo,Hiram 0.200000
AuthorStrupchanska,Albena 0.200000
AuthorSilva,MÃ¡rio J. 0.200000
AuthorCallejas,Zoraida 0.200000
AuthorPozar,Michael 0.200000
AuthorWu,Jean 0.200000
AuthorSamuelsdorff,Paul O. 0.200000
AuthorGupta,Kalyan 0.200000
AuthorBalasubramanian,Abhinaya 0.200000
AuthorBonfante,Guillaume 0.200000
AuthorMoldovan,Dan 0.200941
AuthorGuan,Yi 0.200000
AuthorLin,Jing 0.200000
AuthorFukushima,Toshikazu 0.200000
AuthorBairi,Ramakrishna 0.200000
AuthorMaung,Zin Maung 0.200000
AuthorKnowles,Rebecca 0.200000
AuthorFlicker,Laura 0.200000
AuthorBurchfiel,Benjamin 0.200000
AuthorSumita,Eiichro 0.200000
AuthorAddanki,Karteek 0.200000
AuthorHarrison,Karl 0.200000
AuthorPiotrowski,Michael 0.200000
AuthorYamamoto,Seiichi 0.200000
AuthorPaass,Gerhard 0.200000
AuthorFowkes,Helene 0.200000
AuthorMartin,Fabienne 0.200000
AuthorRastogi.,Vibhor 0.200000
AuthorOlariu,Andrei 0.200000
AuthorKow,Eric 0.200000
AuthorMatsuoka,Hiroshi 0.200000
AuthorThiel,Manfred 0.200000
AuthorKn&ouml;bl,Ralf 0.200000
AuthorWu,Youzheng 0.200000
AuthorZupan,BlaÅ¾ 0.200000
AuthorLevesque,Hector J. 0.200000
AuthorZhang,Bichuan 0.200000
AuthorRosner,Dietmar 0.200000
AuthorLi,Hui 0.200000
AuthorDobrinkat,Marcus 0.200000
AuthorGates,Barbara 0.200000
AuthorRydin,Sara 0.200000
AuthorKarra,Vassia 0.200000
AuthorVosse,Theo 0.200000
AuthorSmadja,Frank A. 0.203265
AuthorChen,John 0.200000
AuthorMoon,Kyonghi 0.200000
AuthorMilde,Jan-Torsten 0.200000
AuthorMayfield Tomokiyo,Laura 0.200000
AuthorMoreth,Julian 0.200000
AuthorOstler,Nicholas 0.200000
AuthorRinaldo,Margi 0.200000
AuthorLiu,Weiquan 0.200000
AuthorHosseini,Mohammad Javad 0.200000
AuthorDe Loupy,Claude 0.200000
AuthorHernandez,Nicolas 0.200000
AuthorMartin-Vide,Carlos 0.200000
AuthorVutt,Evely 0.200000
AuthorKanejiya,Dharmendra 0.200000
AuthorWang,Sai 0.200000
AuthorAbend,Omri 0.200000
AuthorXu,Bo 0.200000
AuthorHo,Howard 0.200000
AuthorCoyaud,Maurice 0.200000
AuthorYamamoto,Eiko 0.200000
AuthorYagisawa,Tsuyoshi 0.200000
AuthorYaghoubzadeh,Ramin 0.200000
AuthorSu,Keh-Yih 0.200000
AuthorChang,Ru-Charn 0.200000
AuthorNakatsu,Crystal 0.200000
AuthorBai,Shuanhu 0.200000
AuthorSarmento,Lu&iacute;s 0.200000
AuthorReich,Peter A. 0.200000
AuthorJamsen,Anna 0.200000
AuthorAbreu,Jose I. 0.200000
AuthorDu,Yantao 0.200000
AuthorGrabowski,Joachim 0.200000
AuthorCadogan,Ross 0.200000
AuthorGhani,Abdul Azim Abdul 0.200000
AuthorSchmitt,Alexander 0.200000
AuthorWang,Jinpeng 0.200000
AuthorPerini,Alpar 0.200000
AuthorHewitt,Carl 0.200000
AuthorYamamoto,Hirohumi 0.200000
AuthorWu,Haodong 0.200000
AuthorWong,Percy Ping-Wai 0.200000
AuthorTuttle,Mark S. 0.200000
AuthorMille,Simon 0.200000
AuthorSwaminathan,R. 0.200000
AuthorFlor,Michael 0.200000
AuthorGenest,Pierre-Etienne 0.200000
AuthorTeubert,Wolfgang 0.200000
AuthorRowe,Steven 0.200000
AuthorW&oacute;jtowicz,Beata 0.200000
AuthorCrawley,Brett 0.200000
AuthorLoiseau,M. 0.200000
AuthorBarnett,Brigitte 0.200000
AuthorPerrault,Francois 0.200000
AuthorLiu,Chang 0.200000
AuthorDigalakis,Vassilios 0.200000
AuthorTkachenko,Alexander 0.200000
AuthorIslam,Aminul 0.200000
AuthorCristea,Dan 0.200000
AuthorSch&uuml;tze,Hinrich 0.200941
AuthorToral,Antonio 0.200000
AuthorFeng,Donghui 0.200000
AuthorConkie,Alistair 0.200000
AuthorSantini,Marina 0.200000
AuthorLi,Boyuan 0.200000
AuthorSporer,Siegfried Ludwig 0.200000
AuthorFox,Heidi J. 0.200000
AuthorMohamed,Alaa 0.200000
AuthorDowdall,James 0.200000
AuthorYasunaga,Hisashi 0.200000
AuthorNoureddine,Soufiane 0.200000
AuthorShi,Zhiwei 0.200000
